GeneID	Riboseq_control_1	Riboseq_control_2	Riboseq_sample_1	Riboseq_sample_2	RNAseq_control_1	RNAseq_control_2	RNAseq_control_3	RNAseq_sample_1	RNAseq_sample_2	RNAseq_sample_3
AGR2	0	0	0	0	1	0	0	1	0	0
AGR3	0	0	0	0	0	0	0	0	0	0
AGRN	192	186	213	170	3287	3700	1320	2315	2406	2135
AGRP	0	0	0	0	2	4	0	0	0	2
AGT	0	0	0	0	4	4	0	0	0	0
AGTPBP1	14	0	10	42	402	382	321	464	427	339
AGTR1	0	0	2	0	0	10	0	8	2	2
AGTR2	0	0	0	0	0	0	0	0	0	0
AGTRAP	34	0	30	10	352	412	167	221	201	240
AGXT	0	0	0	0	0	0	0	0	0	0
AGXT2	0	0	0	0	0	0	0	0	2	1
AHCTF1	20	32	48	10	618	586	315	550	484	413
AHCTF1P1	6	22	4	36	747	570	455	675	633	471
AHCY	56	24	157	339	2033	2417	1175	1742	1993	1734
AHCYL1	72	96	104	116	2218	2309	1008	1787	1899	1600
AHCYL2	16	16	37	62	607	601	238	583	521	419
AHDC1	40	26	8	16	343	348	110	257	199	225
AHI1	0	6	18	76	553	402	257	618	480	363
AHNAK	44	32	84	14	3936	3869	1838	4973	4589	2762
AHNAK2	12	16	14	42	268	289	92	344	298	191
AHR	42	16	62	99	354	360	242	340	348	268
AHRR	12	2	0	18	282	267	104	243	243	150
AHSA1	88	74	256	239	2635	2938	1138	1308	1413	1582
AHSA2P	14	0	0	0	1844	1710	847	1806	1801	819
AHSG	0	0	0	0	0	6	0	0	0	0
AHSP	0	0	0	0	0	0	0	0	0	0
AICDA	0	0	0	0	0	0	0	0	0	0
AIDA	0	8	6	10	230	225	148	427	498	417
AIF1	0	0	0	0	0	0	0	0	0	0
AIF1L	28	21	84	54	1289	1396	909	1597	1542	1519
AIFM1	53	20	115	258	3140	3257	1355	1880	1909	2098
AIFM2	0	4	12	1	332	317	96	235	276	251
AIFM3	0	0	0	0	10	7	2	7	6	4
AIG1	24	20	40	8	1257	1325	722	1043	1103	901
AIM2	0	0	0	0	0	0	0	0	0	0
AIMP1	0	0	8	69	1022	850	558	799	838	642
AIMP2	8	47	58	107	614	683	201	342	391	354
AIP	0	24	12	62	982	1214	360	667	643	698
AIPL1	0	0	0	0	0	0	0	0	2	0
AIRE	0	0	0	0	0	0	0	0	2	0
AIRN	0	0	0	0	0	2	0	0	0	0
AJAP1	0	0	0	0	0	0	0	0	0	0
AJM1	1	2	2	0	65	63	14	21	34	53
AJUBA	0	2	24	4	397	528	146	332	253	252
AK1	0	0	0	62	461	461	213	300	338	333
AK2	40	40	22	106	3110	3191	1840	3474	3347	2638
AK3	18	36	52	75	685	615	435	814	695	706
AK4	0	6	22	10	723	773	416	1212	1213	1042
AK5	0	0	0	14	22	20	1	23	7	10
AK6	10	0	0	0	232	211	206	366	394	289
AK7	0	0	0	0	4	21	5	16	11	15
AK8	0	0	0	0	9	16	4	17	9	3
AK9	0	0	0	0	139	109	92	159	126	76
AKAIN1	0	1	0	0	2	0	0	0	0	0
AKAP1	26	40	136	182	3618	3736	1343	2562	2516	2198
AKAP10	2	0	26	0	713	656	281	726	652	558
AKAP11	30	38	50	14	536	443	318	858	640	565
AKAP12	96	130	146	86	4509	4240	1950	4106	3681	3004
AKAP13	86	48	50	160	1869	1751	779	1455	1453	1253
AKAP14	0	0	0	0	4	4	2	4	0	0
AKAP17A	8	12	60	138	3048	3310	701	2174	2135	1300
AKAP3	0	0	0	0	48	57	11	47	65	31
AKAP4	0	0	0	0	0	0	0	0	0	0
AKAP5	0	0	4	12	169	189	117	222	304	319
AKAP6	0	0	0	0	47	35	32	74	37	23
AKAP7	0	0	2	0	86	92	76	61	65	76
AKAP8	18	32	78	30	939	839	313	590	623	502
AKAP8L	52	38	158	230	2708	2917	719	1874	1601	1158
AKAP9	22	44	26	113	1738	1506	1025	2514	2299	1492
AKIP1	10	10	0	28	316	357	96	188	228	171
AKIRIN1	46	10	28	90	1653	1491	1026	1375	1233	1462
AKIRIN2	34	44	94	134	2826	3684	797	1178	1055	1016
AKNA	16	0	0	42	130	145	34	57	102	57
AKNAD1	0	0	0	0	0	0	0	0	0	1
AKR1A1	80	10	10	96	822	924	362	631	700	568
AKR1B1	42	38	116	170	745	895	340	594	568	576
AKR1B10	0	0	0	0	0	0	0	2	0	2
AKR1B15	0	0	0	0	3	0	0	1	0	0
AKR1C1	0	0	0	12	17	11	0	15	16	9
AKR1C2	0	0	0	0	21	17	5	29	25	15
AKR1C3	0	0	0	0	2	3	2	13	9	8
AKR1C4	0	0	0	0	0	1	0	0	0	0
AKR1C6P	0	0	0	0	0	0	0	0	0	0
AKR1C8P	0	0	0	0	0	0	0	0	0	0
AKR1D1	0	0	0	0	0	0	0	5	0	0
AKR1E2	0	0	0	0	0	1	0	0	0	0
AKR7A2	34	18	32	104	390	403	214	394	328	325
AKR7A2P1	0	0	0	0	186	140	52	116	95	164
AKR7A3	0	0	8	18	18	12	4	9	8	7
AKR7L	0	0	6	18	43	18	17	35	47	24
AKT1	16	28	34	104	2037	2183	1021	1427	1478	1657
AKT1S1	42	52	76	122	2057	2184	722	1188	1093	1110
AKT2	64	63	151	170	6588	7016	2871	4829	5219	5065
AKT3	16	26	16	40	1347	1210	1139	1840	1626	1474
AKTIP	0	18	10	18	113	109	63	145	133	95
ALAD	4	0	0	26	288	326	172	357	300	343
ALAS1	14	16	60	70	915	897	304	597	509	464
ALAS2	0	0	0	0	6	5	1	9	3	0
ALB	0	0	0	0	3	1	6	9	11	0
ALCAM	41	48	78	108	1408	1307	874	1598	1608	1067
ALDH16A1	3	62	58	218	628	718	325	415	454	533
ALDH18A1	118	90	234	385	4968	4835	2113	2838	2791	2587
ALDH1A1	0	0	0	0	8	7	3	7	5	3
ALDH1A2	14	0	2	68	1337	1350	850	1366	1136	1179
ALDH1A3	0	0	0	44	141	106	96	116	173	107
ALDH1B1	38	26	58	112	776	635	428	435	383	614
ALDH1L1	0	0	0	22	58	28	23	52	49	41
ALDH1L1-AS1	0	0	0	0	2	1	0	0	4	0
ALDH1L1-AS2	0	0	0	0	1	1	0	7	0	2
ALDH1L2	10	10	0	0	108	82	23	122	88	39
ALDH2	2	20	46	76	605	653	223	641	610	558
ALDH3A1	0	0	0	0	15	24	0	13	11	14
ALDH3A2	12	24	68	56	1238	1257	692	1183	1151	1363
ALDH3B1	0	0	0	0	46	60	10	39	38	32
ALDH3B2	0	0	0	0	0	0	0	0	0	0
ALDH4A1	12	6	2	12	173	184	125	115	101	140
ALDH5A1	12	4	4	133	749	776	542	585	690	663
ALDH6A1	12	6	12	38	244	288	220	320	243	320
ALDH7A1	48	36	72	140	294	306	215	317	348	314
ALDH8A1	0	0	18	0	105	82	14	134	121	35
ALDH9A1	6	36	28	66	704	687	425	1217	1004	1071
ALDOA	167	103	309	335	1348	1813	537	793	844	818
ALDOB	0	0	0	0	8	4	0	2	11	8
ALDOC	0	0	26	0	48	64	15	31	39	31
ALG1	10	2	0	70	242	223	80	86	95	92
ALG10	6	12	0	8	212	194	148	218	211	193
ALG10B	10	14	10	2	394	383	334	404	475	307
ALG11	12	10	0	14	411	357	134	285	275	232
ALG12	0	32	44	42	532	618	165	227	271	225
ALG13	38	5	46	22	846	759	415	846	745	629
ALG14	4	0	0	28	146	181	71	170	209	196
ALG14-AS1	0	0	0	0	0	0	0	0	5	1
ALG1L	0	0	0	0	14	14	4	11	16	16
ALG1L2	0	0	0	0	3	2	1	9	1	0
ALG1L9P	0	0	2	0	19	13	0	12	17	6
ALG2	0	0	2	10	714	786	311	562	588	491
ALG3	22	10	88	38	648	792	270	300	365	397
ALG5	0	2	0	74	193	177	133	115	145	115
ALG6	0	0	10	20	274	247	181	278	313	299
ALG8	8	6	6	25	541	641	331	422	441	445
ALG9	8	6	22	20	230	208	125	301	308	235
ALK	0	0	0	0	0	0	0	5	0	2
ALKAL1	0	0	8	0	9	9	5	11	15	2
ALKAL2	0	0	0	0	7	3	2	13	9	3
ALKBH1	38	6	16	75	344	352	149	232	253	203
ALKBH2	0	0	0	18	933	803	372	541	352	389
ALKBH3	0	14	2	65	258	256	109	174	175	126
ALKBH3-AS1	0	0	0	0	9	5	0	7	4	1
ALKBH4	2	6	30	20	308	316	178	206	190	203
ALKBH5	50	68	163	266	4623	5397	2168	3195	3212	3228
ALKBH6	6	2	56	104	560	600	185	411	414	356
ALKBH7	0	20	81	34	210	285	83	187	230	238
ALKBH8	0	0	0	14	299	228	119	267	254	135
ALLC	0	0	0	0	3	7	0	9	3	2
ALMS1	30	8	2	52	538	471	286	581	524	396
ALMS1-IT1	0	0	0	0	50	45	16	66	56	17
ALMS1P1	4	0	0	0	0	7	3	1	0	0
ALOX12	0	0	0	0	86	126	26	78	61	64
ALOX12-AS1	0	0	0	0	42	55	10	28	26	16
ALOX12B	0	0	14	0	245	260	88	167	124	92
ALOX12P2	0	0	20	0	138	130	44	110	80	92
ALOX15	0	0	0	0	6	6	7	10	8	4
ALOX15B	0	0	0	0	3	0	1	3	1	2
ALOX15P1	0	0	0	0	9	18	1	14	7	13
ALOX5	2	10	0	8	66	71	25	49	59	32
ALOX5AP	0	0	0	0	0	0	0	0	0	0
ALOXE3	0	0	0	0	58	33	10	26	47	13
ALPG	0	0	0	0	21	5	7	7	1	2
ALPI	0	0	0	0	0	0	0	0	0	0
ALPK1	0	1	0	0	196	146	73	166	173	75
ALPK2	6	0	0	0	18	19	2	41	19	21
ALPK3	0	14	0	0	195	197	99	233	197	232
ALPL	6	0	0	0	19	36	18	16	23	29
ALPP	0	0	10	0	91	86	66	85	63	47
ALS2	4	16	16	18	949	890	496	1022	846	740
ALS2CL	0	0	0	6	93	114	25	106	73	33
ALX1	0	0	12	12	88	88	51	117	97	89
ALX3	0	0	0	0	204	207	86	142	140	139
ALX4	0	0	0	2	89	85	66	75	93	94
ALYREF	120	94	98	353	2263	2642	1038	1578	1512	1783
AMACR	12	14	12	10	81	130	29	58	34	58
AMBN	0	0	0	0	6	0	9	0	2	2
AMBP	0	0	0	0	0	0	0	0	0	0
AMBRA1	16	2	22	14	673	655	206	471	405	347
AMD1	24	42	24	30	2005	1752	1269	2604	2564	2320
AMDHD1	0	0	1	0	32	20	4	29	27	9
AMDHD2	0	2	0	28	227	249	90	108	128	111
AMELX	0	0	0	0	0	0	0	0	0	0
AMELY	0	0	0	0	0	0	0	0	0	0
AMER1	0	56	16	24	262	271	113	297	310	236
AMER2	0	1	0	0	6	5	6	20	20	8
AMER3	0	0	0	0	0	0	0	0	0	0
AMFR	34	64	31	192	1827	1887	794	1988	1993	1670
AMH	10	17	0	21	407	392	157	219	184	186
AMHR2	0	0	0	0	57	66	19	60	60	66
AMIGO1	1	0	12	0	183	199	80	181	151	154
AMIGO2	0	2	0	8	94	71	58	137	111	122
AMIGO3	0	0	0	0	87	122	59	70	100	59
AMMECR1	4	10	16	14	514	533	406	411	530	485
AMMECR1L	42	14	46	24	1488	1412	701	1282	1119	971
AMN	0	0	0	0	15	17	9	7	2	11
AMN1	0	0	0	0	52	44	26	46	39	36
AMOT	138	96	215	451	3971	4317	2617	3760	3853	3788
AMOTL1	22	21	44	191	1325	1559	716	1048	1094	852
AMOTL2	8	10	52	40	260	253	130	181	193	156
AMPD1	0	0	0	0	1	0	0	2	2	1
AMPD2	32	27	44	38	939	1030	393	619	514	503
AMPD3	20	2	0	0	139	106	39	134	117	96
AMPH	0	0	0	0	51	48	11	85	44	62
AMT	0	0	0	0	86	89	15	41	66	20
AMTN	0	0	0	0	1	0	0	0	0	0
AMY1A	0	0	0	0	0	0	0	0	0	0
AMY1B	0	0	0	0	0	0	0	0	0	0
AMY1C	0	0	0	0	0	0	0	0	0	0
AMY2A	0	0	0	0	1	2	0	4	2	2
AMY2B	0	0	0	0	29	32	30	65	57	28
AMZ1	0	0	0	0	12	10	3	16	3	4
AMZ2	36	18	113	64	1298	1512	602	978	1150	1027
AMZ2P1	0	0	0	0	168	204	100	186	203	139
ANAPC1	24	14	68	70	1205	1264	678	961	898	745
ANAPC10	0	0	0	0	87	46	52	115	118	76
ANAPC11	172	70	173	180	2532	2650	971	1381	1219	1756
ANAPC13	0	0	106	68	436	371	257	354	364	409
ANAPC15	2	2	0	0	156	183	51	98	80	91
ANAPC16	10	12	18	66	1474	1442	800	1444	1331	1125
ANAPC1P1	0	6	4	26	42	21	26	35	25	17
ANAPC2	36	36	44	90	1192	1107	408	579	515	750
ANAPC4	2	12	0	1	211	167	141	212	244	138
ANAPC5	64	56	132	299	1602	1831	872	1415	1289	1402
ANAPC7	24	40	38	158	1611	1527	687	1371	1282	1115
ANG	0	6	0	0	14	28	21	22	31	31
ANGEL1	20	14	103	79	909	922	389	716	703	556
ANGEL2	10	16	48	18	381	328	243	545	439	428
ANGPT1	0	0	0	0	15	6	0	4	8	0
ANGPT2	0	0	0	0	5	3	4	14	4	2
ANGPT4	0	0	0	18	3	2	0	3	2	0
ANGPTL1	0	0	0	0	2	0	0	0	2	1
ANGPTL2	0	0	0	0	31	30	23	13	12	62
ANGPTL3	0	0	0	0	0	0	2	6	0	0
ANGPTL4	0	4	0	0	10	12	8	10	4	3
ANGPTL5	0	0	0	0	0	0	0	0	0	0
ANGPTL6	0	0	0	28	0	5	0	8	0	1
ANGPTL7	0	0	0	0	0	0	0	2	0	0
ANGPTL8	0	0	0	0	0	8	0	2	0	0
ANHX	0	0	0	0	0	0	0	0	0	0
ANK1	4	20	0	0	59	66	28	56	60	59
ANK2	42	12	38	0	422	409	214	513	423	451
ANK3	48	20	2	28	638	666	437	1114	1029	803
ANKAR	0	0	0	0	22	30	12	32	38	18
ANKDD1A	0	0	2	0	71	49	25	49	40	54
ANKDD1B	0	0	0	0	4	3	6	11	14	1
ANKEF1	0	0	0	0	167	112	61	190	130	166
ANKFN1	0	0	0	0	0	0	0	0	0	0
ANKFY1	10	44	24	124	1931	1780	775	1980	1851	1482
ANKH	22	40	24	10	1844	2082	749	1292	1287	1124
ANKHD1	0	0	0	0	113	154	118	165	179	117
ANKHD1-EIF4EBP3	0	0	0	0	13	2	1	5	13	8
ANKIB1	16	28	42	2	1124	954	649	1264	1098	964
ANKK1	0	0	0	0	9	1	0	1	0	0
ANKLE1	5	0	0	0	106	120	36	79	62	61
ANKLE2	62	68	74	203	2701	2513	1020	2802	2504	2129
ANKMY1	0	0	0	16	193	216	41	152	170	129
ANKMY2	0	12	8	0	388	300	183	404	353	270
ANKRA2	0	0	0	0	564	576	287	585	628	387
ANKRD1	0	0	0	0	78	79	16	118	140	43
ANKRD10	18	22	40	12	1100	968	469	1181	1142	707
ANKRD11	57	110	98	144	6463	6060	2242	4225	3777	2387
ANKRD12	6	20	24	0	1362	1200	755	2247	2045	1176
ANKRD13A	6	2	13	0	440	386	177	637	575	426
ANKRD13B	13	30	58	120	1074	1393	486	560	645	432
ANKRD13C	36	38	51	30	736	663	450	857	838	641
ANKRD13D	0	0	25	14	243	223	78	197	163	136
ANKRD16	0	20	28	18	199	266	119	160	173	157
ANKRD17	130	82	104	232	2414	2484	1196	2342	2025	1821
ANKRD18A	10	0	6	8	270	331	147	262	267	176
ANKRD18B	4	8	8	0	532	493	218	728	636	320
ANKRD18CP	8	4	4	0	44	46	31	58	71	55
ANKRD18DP	6	0	0	0	23	21	13	35	35	30
ANKRD19P	24	18	28	76	875	970	317	552	585	482
ANKRD2	0	0	0	0	1	2	0	2	0	3
ANKRD20A1	0	0	0	0	0	0	0	0	0	0
ANKRD20A11P	0	0	0	0	0	0	0	0	0	0
ANKRD20A12P	0	0	0	0	4	3	2	7	4	4
ANKRD20A19P	0	0	0	0	2	0	0	0	0	4
ANKRD20A2	0	0	0	0	0	0	0	0	0	0
ANKRD20A3	0	0	0	0	0	5	1	4	0	1
ANKRD20A4	0	0	0	0	0	0	5	0	2	0
ANKRD20A4-ANKRD20A20P	0	0	0	0	10	13	6	12	19	13
ANKRD20A5P	0	0	0	0	249	229	112	208	226	150
ANKRD20A8P	6	0	0	0	14	13	6	33	20	12
ANKRD20A9P	0	0	0	0	7	1	3	4	3	3
ANKRD22	0	0	0	0	9	2	0	2	3	3
ANKRD23	0	8	0	0	235	213	70	205	135	77
ANKRD24	2	0	0	0	69	56	21	44	24	20
ANKRD26	0	0	2	16	504	468	265	695	657	431
ANKRD26P1	0	0	0	0	6	2	0	3	16	4
ANKRD26P3	0	0	0	0	2	0	0	1	0	0
ANKRD27	23	28	84	52	1472	1501	723	1086	754	700
ANKRD28	34	7	24	24	934	806	498	981	967	649
ANKRD29	0	12	10	1	159	114	85	99	112	76
ANKRD30A	0	0	0	0	0	0	0	0	0	0
ANKRD30B	0	0	0	0	0	0	0	2	0	1
ANKRD30BL	0	0	2	0	0	0	0	0	0	0
ANKRD30BP2	0	0	0	0	0	0	0	0	0	0
ANKRD30BP3	0	0	0	0	0	0	0	0	0	0
ANKRD31	0	0	8	0	38	24	10	26	16	10
ANKRD33	0	0	0	0	0	0	0	0	0	0
ANKRD33B	0	0	0	18	666	723	500	511	393	520
ANKRD34A	14	12	16	4	161	125	71	90	80	72
ANKRD34B	0	0	0	0	48	56	26	69	67	51
ANKRD34C	0	0	0	0	2	0	0	0	0	0
ANKRD34C-AS1	0	0	0	0	0	0	0	0	0	0
ANKRD35	0	0	0	0	4	2	0	1	0	2
ANKRD36	12	2	6	16	317	315	123	326	328	162
ANKRD36B	0	10	0	10	208	185	71	198	212	123
ANKRD36BP1	0	0	0	0	0	0	0	0	0	0
ANKRD36BP2	0	0	0	0	4	0	0	3	0	0
ANKRD36C	0	4	0	12	157	136	77	158	160	96
ANKRD37	24	8	10	0	54	49	6	50	53	13
ANKRD39	0	0	2	10	257	293	91	134	153	208
ANKRD40	10	16	36	68	1572	1477	630	1643	1328	1477
ANKRD40CL	0	0	0	0	5	2	0	0	0	1
ANKRD42	16	13	10	10	367	357	145	404	348	273
ANKRD44	0	12	8	0	136	94	73	126	156	116
ANKRD44-AS1	0	0	0	0	0	0	0	0	0	0
ANKRD44-IT1	0	0	0	0	0	1	0	0	2	0
ANKRD45	0	0	0	0	3	6	0	0	0	0
ANKRD46	3	0	26	2	588	582	328	626	638	633
ANKRD49	0	6	0	0	223	199	128	270	265	118
ANKRD50	26	4	0	62	491	451	319	551	568	541
ANKRD52	14	30	109	49	2966	3118	1378	2034	2038	2297
ANKRD53	0	0	0	0	7	3	5	13	6	6
ANKRD54	20	16	8	0	538	618	227	447	434	388
ANKRD55	0	0	0	0	0	0	0	0	1	0
ANKRD6	0	0	0	92	613	538	285	508	475	466
ANKRD60	0	0	0	0	0	0	0	0	0	0
ANKRD61	0	0	0	0	43	63	20	72	59	43
ANKRD62	0	0	0	0	0	0	0	0	1	0
ANKRD62P1-PARP4P3	0	0	0	2	3	1	1	3	7	1
ANKRD63	0	0	0	0	123	127	78	85	88	125
ANKRD65	0	0	0	0	13	4	0	5	6	1
ANKRD66	0	0	0	0	0	0	0	0	0	0
ANKRD7	0	0	0	0	12	9	18	30	16	11
ANKRD9	6	0	0	2	983	1167	483	780	809	815
ANKS1A	90	56	102	128	1580	1756	694	1127	1107	1027
ANKS1B	0	0	0	18	44	56	19	42	36	25
ANKS3	0	4	2	10	390	390	104	236	206	189
ANKS4B	0	0	0	0	2	0	0	0	0	0
ANKS6	4	4	32	24	1180	1128	498	830	935	939
ANKUB1	0	0	0	0	0	0	0	0	0	0
ANKZF1	44	34	48	78	1184	1223	322	1315	1103	651
ANLN	16	110	22	79	1479	1367	1012	1849	1762	1570
ANO1	0	0	0	0	1	1	2	2	7	5
ANO10	13	4	6	10	239	244	149	228	206	211
ANO2	0	0	0	0	13	10	4	12	14	19
ANO3	0	0	0	0	0	0	0	0	2	0
ANO3-AS1	0	0	0	0	0	0	0	0	0	0
ANO4	0	0	0	0	24	24	9	7	13	29
ANO5	6	10	16	0	442	484	253	445	510	325
ANO6	52	34	38	68	1137	1119	701	1387	1343	1051
ANO7	18	0	0	0	141	148	61	96	81	74
ANO8	18	8	24	84	564	656	235	402	379	335
ANO9	0	0	0	0	9	12	2	2	7	0
ANOS1	12	16	75	94	731	695	569	658	641	451
ANP32A	165	102	360	644	5511	5928	2623	4374	4328	4815
ANP32A-IT1	0	0	0	0	65	40	8	59	41	18
ANP32AP1	8	0	30	108	5158	5039	2427	3649	3224	3822
ANP32B	169	148	368	352	4514	5208	1474	3666	3625	3052
ANP32C	20	24	58	162	2878	3213	1088	1835	1696	1996
ANP32D	0	6	46	40	295	267	218	233	205	326
ANP32E	78	60	139	174	4579	4629	2508	5500	5139	4899
ANPEP	0	0	10	0	22	22	10	10	11	8
ANTKMT	46	58	2	38	230	273	127	191	188	192
ANTXR1	20	6	26	38	841	873	428	749	857	874
ANTXR2	6	6	8	46	329	319	180	272	309	331
ANTXRL	0	0	0	0	0	0	0	0	0	0
ANTXRLP1	0	0	0	0	0	0	0	0	0	0
ANXA1	0	10	16	54	275	218	270	221	222	237
ANXA10	0	0	0	0	0	0	0	0	0	0
ANXA11	70	86	166	202	906	870	399	678	781	810
ANXA13	0	0	0	0	0	0	0	0	0	0
ANXA2	38	16	56	100	459	535	154	268	353	262
ANXA2P1	0	0	2	12	57	73	103	62	48	71
ANXA2P2	40	24	36	62	2106	2257	1100	1792	1771	1728
ANXA2P3	0	0	0	0	72	47	60	44	54	44
ANXA2R	0	10	0	0	112	186	48	145	93	92
ANXA3	4	6	0	16	184	159	96	171	223	152
ANXA4	12	10	16	94	323	245	136	208	162	213
ANXA5	59	43	80	112	1155	1123	651	1357	1204	1249
ANXA6	30	11	136	200	497	534	240	301	299	381
ANXA7	0	0	30	44	695	681	390	413	424	495
ANXA8	0	0	0	0	0	0	0	0	0	0
ANXA8L1	0	0	0	0	2	0	0	2	0	1
ANXA9	0	0	0	18	333	287	83	327	240	211
AOAH	0	0	0	0	1	1	2	2	0	0
AOAH-IT1	0	0	0	0	0	0	0	0	0	0
AOC1	0	0	0	2	1	0	0	0	0	0
AOC2	14	12	0	0	631	595	166	463	500	201
AOC3	8	0	2	0	486	446	141	282	287	138
AOC4P	0	1	0	0	18	12	4	6	4	2
AOPEP	0	8	0	0	139	137	42	129	128	93
AOX1	0	0	0	22	14	27	10	23	12	15
AOX3P-AOX2P	0	0	0	0	3	0	0	2	0	0
AP1AR	32	16	44	44	351	294	207	375	396	324
AP1B1	102	108	148	140	1442	1550	515	993	970	1225
AP1B1P1	0	0	0	0	2	0	0	0	0	2
AP1G1	44	24	62	60	1940	1738	1048	2044	2075	1750
AP1G2	0	8	0	0	811	794	238	580	574	282
AP1M1	45	12	47	152	821	935	370	620	532	632
AP1M2	0	0	2	0	3	14	1	11	5	0
AP1S1	2	2	24	13	872	865	406	559	684	645
AP1S2	0	6	28	8	564	559	656	1041	1189	891
AP1S3	0	0	0	0	362	290	247	358	378	440
AP2A1	71	130	66	222	806	899	332	464	535	490
AP2A2	50	58	60	24	590	593	239	444	403	420
AP2B1	82	98	176	240	3214	3281	1784	3306	3311	2977
AP2M1	76	98	126	140	3223	3134	1204	2119	1952	2170
AP2S1	0	8	14	122	1725	1731	620	1018	975	1106
AP3B1	14	63	26	95	717	637	403	747	768	669
AP3B2	0	0	0	0	89	91	22	75	99	55
AP3D1	138	122	196	511	3482	3715	1285	1951	1798	1732
AP3M1	12	6	14	68	1159	1071	679	1064	1122	1003
AP3M2	4	0	8	18	449	356	276	458	375	293
AP3S1	96	62	108	54	762	707	515	948	897	784
AP3S2	54	26	50	70	79	127	28	94	71	71
AP4B1	4	8	18	2	266	253	111	206	187	167
AP4B1-AS1	0	0	0	0	21	13	5	34	34	8
AP4E1	29	2	0	24	386	363	214	388	401	344
AP4M1	0	0	8	8	165	211	60	119	152	103
AP4S1	0	0	0	0	60	78	36	73	89	104
AP5B1	0	2	44	20	698	747	326	636	590	563
AP5M1	26	29	26	24	535	471	374	543	526	545
AP5S1	0	0	4	18	128	165	57	113	90	118
AP5Z1	4	0	2	0	408	365	131	230	227	234
APAF1	10	16	6	26	550	444	410	656	611	660
APBA1	0	1	0	1	33	24	14	39	42	24
APBA2	0	24	32	14	424	495	184	303	283	276
APBA3	0	8	18	6	322	351	90	205	177	125
APBB1	0	2	44	110	871	826	235	544	593	522
APBB1IP	0	0	0	0	2	2	0	0	5	4
APBB2	6	36	20	6	241	242	145	237	217	240
APBB3	0	0	0	0	310	239	76	176	180	147
APC	28	6	32	4	1044	970	519	1270	1335	871
APC2	5	5	0	0	179	183	48	109	141	96
APCDD1	16	0	0	7	108	118	78	84	111	143
APCDD1L	0	0	0	0	6	0	0	2	0	0
APCDD1L-DT	0	0	0	0	0	0	0	0	1	0
APCS	0	0	0	0	0	0	0	0	0	0
APEH	2	30	84	180	813	936	347	428	413	511
APELA	0	0	0	0	0	0	0	0	0	1
APEX1	66	56	138	264	4131	4402	1448	2848	2832	3179
APEX2	0	4	6	19	172	191	116	127	163	164
APH1A	50	32	106	100	2082	2398	1164	1764	1648	1866
APH1B	0	0	18	24	161	163	101	165	227	176
API5	34	28	44	116	1368	1215	718	1238	1033	1265
APIP	0	0	0	1	78	69	74	121	120	121
APLF	0	4	0	0	39	30	16	48	40	28
APLN	0	0	0	34	141	197	58	252	250	178
APLNR	0	0	0	0	0	0	0	2	0	6
APLP1	12	4	1	21	185	185	33	181	156	166
APLP2	192	99	190	390	4908	4778	2090	4256	4165	3815
APMAP	8	4	26	36	1780	1951	799	1056	1162	1168
APOA1	0	0	0	0	5	7	0	4	4	6
APOA1-AS	0	0	0	0	1	2	2	2	13	1
APOA2	0	0	0	0	0	0	2	2	0	0
APOA4	0	0	0	0	0	0	0	0	0	0
APOA5	0	0	0	0	0	0	0	0	0	0
APOB	0	0	0	0	0	0	0	0	0	0
APOBEC1	0	0	0	0	0	0	0	0	0	0
APOBEC2	0	0	0	0	4	12	3	9	8	2
APOBEC3A	0	0	0	0	0	0	0	2	0	2
APOBEC3A_B	0	0	0	0	4	2	2	18	13	11
APOBEC3B	0	14	4	2	62	83	25	103	83	134
APOBEC3B-AS1	0	0	0	0	2	0	0	2	1	2
APOBEC3C	12	16	6	2	1047	1129	463	843	881	925
APOBEC3D	0	0	2	0	85	71	27	81	93	63
APOBEC3F	0	18	28	2	254	309	113	212	238	222
APOBEC3G	2	0	0	4	14	25	8	27	39	33
APOBEC3H	0	4	0	0	6	9	0	12	9	3
APOBEC4	0	0	0	0	2	0	0	0	0	0
APOBR	0	0	0	0	31	13	0	15	2	2
APOC1	2	18	6	50	185	145	81	143	168	150
APOC1P1	4	4	12	16	4	4	2	0	2	2
APOC2	0	0	0	0	0	0	0	0	0	0
APOC3	0	0	0	0	0	0	0	0	0	0
APOC4	0	0	0	0	0	0	0	0	0	0
APOC4-APOC2	0	0	0	0	0	0	2	0	0	0
APOD	0	0	0	0	4	0	0	0	6	4
APOE	0	22	54	10	749	896	202	456	422	295
APOF	0	0	0	0	5	0	2	2	8	1
APOH	0	0	0	0	0	0	0	0	0	0
APOL1	0	0	0	0	2	0	0	0	8	0
APOL2	2	0	0	8	624	739	199	550	539	503
APOL3	0	0	0	0	6	2	0	2	0	1
APOL4	0	0	0	0	4	4	0	2	1	1
APOL5	0	0	0	0	1	0	0	0	0	0
APOL6	0	0	0	0	2	10	0	3	4	6
APOLD1	0	12	0	0	189	213	118	334	295	158
APOM	0	0	0	0	17	29	13	30	14	26
APOO	20	16	31	6	167	221	118	164	175	161
APOOL	27	42	18	6	617	725	387	970	795	582
APOOP5	0	0	0	0	58	68	65	58	46	56
APP	382	410	949	1157	15918	16442	7048	12802	14042	10331
APPBP2	12	44	50	78	1117	1013	582	1297	1192	1186
APPL1	2	0	41	24	376	305	326	653	622	774
APPL2	0	4	12	4	331	255	183	362	329	351
APRT	72	89	164	501	1700	2056	947	827	972	1245
